Radionuclide	H-3
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
Inhalation, Aerosols Type S, Carbon tritide, hafnium tritide, fA=1E-2, 0.03 µm	2.0E-9	Male	1.4E-12	1.2E-12	1.4E-8	1.3E-12	1.2E-12	0.0E+0	1.2E-12	1.2E-12	2.4E-12	1.3E-12	2.1E-12	1.1E-12	1.2E-12	1.2E-12	1.2E-12	1.2E-12	1.3E-12	1.2E-12	1.8E-12	1.2E-12	2.0E-8	1.2E-12	1.2E-12	1.2E-12	1.2E-12	1.3E-12	1.4E-12	1.9E-12	0.0E+0
		Female	1.8E-12	1.5E-12	1.6E-8	1.6E-12	1.4E-12	1.6E-12	0.0E+0	1.4E-12	2.7E-12	1.7E-12	3.6E-12	1.3E-12	1.4E-12	1.4E-12	1.4E-12	1.5E-12	2.5E-12	1.4E-12	3.2E-12	1.5E-12	2.4E-8	1.5E-12	1.5E-12	1.5E-12	0.0E+0	1.6E-12	1.7E-12	2.0E-12	1.4E-12
Inhalation, Aerosols Type S, Carbon tritide, hafnium tritide, fA=1E-2, 0.1 µm	1.0E-9	Male	6.9E-13	6.2E-13	6.8E-9	6.4E-13	6.0E-13	0.0E+0	6.0E-13	5.9E-13	1.2E-12	6.6E-13	1.0E-12	5.6E-13	6.0E-13	6.0E-13	6.0E-13	6.2E-13	7.0E-13	6.0E-13	9.1E-13	6.2E-13	1.0E-8	6.0E-13	6.2E-13	6.2E-13	6.0E-13	6.3E-13	7.2E-13	9.4E-13	0.0E+0
		Female	8.9E-13	7.6E-13	8.2E-9	7.9E-13	7.2E-13	7.9E-13	0.0E+0	7.2E-13	1.4E-12	8.6E-13	1.8E-12	6.6E-13	7.2E-13	7.2E-13	7.3E-13	7.6E-13	1.3E-12	7.2E-13	1.6E-12	7.8E-13	1.2E-8	7.4E-13	7.5E-13	7.6E-13	0.0E+0	7.8E-13	8.6E-13	1.0E-12	7.2E-13
Inhalation, Aerosols Type S, Carbon tritide, hafnium tritide, fA=1E-2, 0.3 µm	7.2E-10	Male	5.0E-13	4.6E-13	4.9E-9	4.7E-13	4.4E-13	0.0E+0	4.4E-13	4.3E-13	8.7E-13	4.8E-13	7.5E-13	4.1E-13	4.4E-13	4.4E-13	4.4E-13	4.5E-13	5.9E-13	4.4E-13	6.6E-13	4.6E-13	7.2E-9	4.4E-13	4.6E-13	4.5E-13	4.4E-13	4.6E-13	5.2E-13	6.8E-13	0.0E+0
		Female	6.5E-13	5.6E-13	5.9E-9	5.8E-13	5.3E-13	5.8E-13	0.0E+0	5.3E-13	9.9E-13	6.3E-13	1.3E-12	4.8E-13	5.3E-13	5.3E-13	5.3E-13	5.5E-13	9.7E-13	5.3E-13	1.2E-12	5.7E-13	8.9E-9	5.4E-13	5.5E-13	5.6E-13	0.0E+0	5.7E-13	6.3E-13	7.4E-13	5.3E-13
Inhalation, Aerosols Type S, Carbon tritide, hafnium tritide, fA=1E-2, 1 µm	5.2E-10	Male	4.1E-13	3.7E-13	3.5E-9	3.8E-13	3.6E-13	0.0E+0	3.6E-13	3.5E-13	6.7E-13	3.9E-13	5.8E-13	3.3E-13	3.6E-13	3.6E-13	3.6E-13	3.7E-13	8.1E-13	3.6E-13	5.2E-13	3.7E-13	5.4E-9	3.6E-13	3.8E-13	3.7E-13	3.6E-13	3.8E-13	4.2E-13	5.3E-13	0.0E+0
		Female	5.2E-13	4.6E-13	4.2E-9	4.7E-13	4.3E-13	4.7E-13	0.0E+0	4.3E-13	7.6E-13	5.0E-13	1.0E-12	3.9E-13	4.3E-13	4.3E-13	4.3E-13	4.5E-13	1.0E-12	4.3E-13	8.9E-13	4.6E-13	6.7E-9	4.4E-13	4.8E-13	4.5E-13	0.0E+0	4.7E-13	5.1E-13	5.9E-13	4.3E-13
Inhalation, Aerosols Type S, Carbon tritide, hafnium tritide, fA=1E-2, 3 µm	3.8E-10	Male	3.6E-13	3.3E-13	2.5E-9	3.4E-13	3.2E-13	0.0E+0	3.2E-13	3.2E-13	5.5E-13	3.5E-13	4.8E-13	2.9E-13	3.2E-13	3.2E-13	3.2E-13	3.3E-13	1.1E-12	3.2E-13	4.4E-13	3.3E-13	4.3E-9	3.2E-13	3.4E-13	3.3E-13	3.2E-13	3.4E-13	3.7E-13	4.4E-13	0.0E+0
		Female	4.5E-13	4.1E-13	3.1E-9	4.2E-13	3.8E-13	4.2E-13	0.0E+0	3.8E-13	6.3E-13	4.4E-13	8.0E-13	3.4E-13	3.8E-13	3.9E-13	3.9E-13	4.0E-13	1.1E-12	3.8E-13	7.2E-13	4.1E-13	5.3E-9	3.9E-13	4.6E-13	4.0E-13	0.0E+0	4.2E-13	4.5E-13	5.0E-13	3.8E-13
Inhalation, Aerosols Type S, Carbon tritide, hafnium tritide, fA=1E-2, 5 µm	2.6E-10	Male	3.0E-13	2.7E-13	1.7E-9	2.8E-13	2.6E-13	0.0E+0	2.6E-13	2.6E-13	4.2E-13	2.8E-13	3.8E-13	2.4E-13	2.6E-13	2.6E-13	2.6E-13	2.7E-13	1.1E-12	2.6E-13	3.4E-13	2.7E-13	3.2E-9	2.6E-13	2.9E-13	2.7E-13	2.6E-13	2.8E-13	3.0E-13	3.5E-13	0.0E+0
		Female	3.7E-13	3.3E-13	2.1E-9	3.4E-13	3.1E-13	3.4E-13	0.0E+0	3.1E-13	4.9E-13	3.6E-13	6.1E-13	2.8E-13	3.2E-13	3.2E-13	3.2E-13	3.3E-13	1.1E-12	3.1E-13	5.5E-13	3.4E-13	3.9E-9	3.2E-13	4.0E-13	3.3E-13	0.0E+0	3.4E-13	3.6E-13	3.9E-13	3.2E-13
Inhalation, Aerosols Type S, Carbon tritide, hafnium tritide, fA=1E-2, 10 µm	1.2E-10	Male	2.0E-13	1.8E-13	7.7E-10	1.9E-13	1.8E-13	0.0E+0	1.8E-13	1.7E-13	2.5E-13	1.9E-13	2.3E-13	1.6E-13	1.8E-13	1.8E-13	1.8E-13	1.8E-13	1.0E-12	1.8E-13	2.1E-13	1.8E-13	1.8E-9	1.8E-13	2.0E-13	1.8E-13	1.8E-13	1.9E-13	2.0E-13	2.1E-13	0.0E+0
		Female	2.4E-13	2.2E-13	9.4E-10	2.3E-13	2.1E-13	2.3E-13	0.0E+0	2.1E-13	3.0E-13	2.4E-13	3.5E-13	1.9E-13	2.1E-13	2.2E-13	2.1E-13	2.2E-13	8.8E-13	2.1E-13	3.2E-13	2.3E-13	2.2E-9	2.1E-13	2.9E-13	2.2E-13	0.0E+0	2.3E-13	2.4E-13	2.5E-13	2.1E-13
Inhalation, Aerosols Type S, Carbon tritide, hafnium tritide, fA=1E-2, 20 µm	4.1E-11	Male	1.3E-13	1.2E-13	2.3E-10	1.2E-13	1.2E-13	0.0E+0	1.2E-13	1.2E-13	1.4E-13	1.2E-13	1.3E-13	1.1E-13	1.2E-13	1.2E-13	1.2E-13	1.2E-13	8.7E-13	1.2E-13	1.3E-13	1.2E-13	9.1E-10	1.2E-13	1.3E-13	1.2E-13	1.2E-13	1.2E-13	1.3E-13	1.3E-13	0.0E+0
		Female	1.5E-13	1.5E-13	2.9E-10	1.5E-13	1.4E-13	1.5E-13	0.0E+0	1.4E-13	1.7E-13	1.5E-13	1.8E-13	1.2E-13	1.4E-13	1.5E-13	1.4E-13	1.5E-13	7.0E-13	1.4E-13	1.8E-13	1.5E-13	1.1E-9	1.4E-13	2.1E-13	1.5E-13	0.0E+0	1.5E-13	1.6E-13	1.5E-13	1.4E-13
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 0.001 µm	4.3E-11	Male	4.1E-11	3.6E-11	3.9E-11	3.7E-11	4.1E-11	0.0E+0	4.0E-11	4.1E-11	3.6E-11	3.6E-11	3.8E-11	3.7E-11	4.1E-11	4.1E-11	4.1E-11	3.7E-11	4.3E-11	4.1E-11	3.8E-11	3.5E-11	4.0E-11	4.1E-11	4.3E-11	3.7E-11	4.1E-11	3.6E-11	3.3E-11	4.1E-11	0.0E+0
		Female	4.8E-11	4.5E-11	4.8E-11	4.6E-11	5.0E-11	5.0E-11	0.0E+0	5.0E-11	4.6E-11	4.4E-11	4.7E-11	4.1E-11	5.0E-11	5.0E-11	4.9E-11	4.6E-11	5.2E-11	5.0E-11	4.7E-11	4.4E-11	4.9E-11	5.0E-11	5.1E-11	4.6E-11	0.0E+0	4.6E-11	4.2E-11	5.0E-11	5.0E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 0.003 µm	4.4E-11	Male	4.2E-11	3.6E-11	4.0E-11	3.8E-11	4.2E-11	0.0E+0	4.1E-11	4.2E-11	3.7E-11	3.7E-11	3.9E-11	3.8E-11	4.2E-11	4.2E-11	4.2E-11	3.8E-11	4.4E-11	4.2E-11	3.9E-11	3.6E-11	4.1E-11	4.2E-11	4.4E-11	3.8E-11	4.2E-11	3.7E-11	3.4E-11	4.2E-11	0.0E+0
		Female	4.9E-11	4.6E-11	4.9E-11	4.8E-11	5.1E-11	5.1E-11	0.0E+0	5.1E-11	4.7E-11	4.5E-11	4.8E-11	4.2E-11	5.1E-11	5.1E-11	5.0E-11	4.7E-11	5.3E-11	5.1E-11	4.8E-11	4.5E-11	5.0E-11	5.1E-11	5.3E-11	4.7E-11	0.0E+0	4.7E-11	4.3E-11	5.1E-11	5.1E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 0.01 µm	4.4E-11	Male	4.2E-11	3.6E-11	4.0E-11	3.8E-11	4.1E-11	0.0E+0	4.1E-11	4.2E-11	3.6E-11	3.6E-11	3.9E-11	3.7E-11	4.1E-11	4.1E-11	4.1E-11	3.7E-11	4.3E-11	4.1E-11	3.9E-11	3.6E-11	4.1E-11	4.2E-11	4.3E-11	3.7E-11	4.1E-11	3.7E-11	3.4E-11	4.1E-11	0.0E+0
		Female	4.8E-11	4.5E-11	4.8E-11	4.7E-11	5.0E-11	5.1E-11	0.0E+0	5.1E-11	4.6E-11	4.5E-11	4.8E-11	4.2E-11	5.0E-11	5.0E-11	5.0E-11	4.7E-11	5.2E-11	5.0E-11	4.7E-11	4.5E-11	4.9E-11	5.0E-11	5.2E-11	4.6E-11	0.0E+0	4.6E-11	4.2E-11	5.0E-11	5.0E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 0.03 µm	3.1E-11	Male	3.0E-11	2.6E-11	2.8E-11	2.7E-11	2.9E-11	0.0E+0	2.9E-11	3.0E-11	2.6E-11	2.6E-11	2.7E-11	2.6E-11	2.9E-11	2.9E-11	2.9E-11	2.7E-11	3.1E-11	2.9E-11	2.7E-11	2.5E-11	2.9E-11	3.0E-11	3.1E-11	2.7E-11	2.9E-11	2.6E-11	2.4E-11	2.9E-11	0.0E+0
		Female	3.4E-11	3.2E-11	3.4E-11	3.3E-11	3.6E-11	3.6E-11	0.0E+0	3.6E-11	3.3E-11	3.2E-11	3.4E-11	3.0E-11	3.6E-11	3.6E-11	3.5E-11	3.3E-11	3.7E-11	3.6E-11	3.3E-11	3.2E-11	3.5E-11	3.6E-11	3.7E-11	3.3E-11	0.0E+0	3.3E-11	3.0E-11	3.6E-11	3.6E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 0.1 µm	1.6E-11	Male	1.6E-11	1.3E-11	1.5E-11	1.4E-11	1.5E-11	0.0E+0	1.5E-11	1.6E-11	1.4E-11	1.4E-11	1.4E-11	1.4E-11	1.5E-11	1.5E-11	1.5E-11	1.4E-11	1.6E-11	1.5E-11	1.4E-11	1.3E-11	1.5E-11	1.6E-11	1.6E-11	1.4E-11	1.5E-11	1.4E-11	1.3E-11	1.5E-11	0.0E+0
		Female	1.8E-11	1.7E-11	1.8E-11	1.8E-11	1.9E-11	1.9E-11	0.0E+0	1.9E-11	1.7E-11	1.7E-11	1.8E-11	1.6E-11	1.9E-11	1.9E-11	1.9E-11	1.7E-11	1.9E-11	1.9E-11	1.8E-11	1.7E-11	1.8E-11	1.9E-11	1.9E-11	1.7E-11	0.0E+0	1.7E-11	1.6E-11	1.9E-11	1.9E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 0.3 µm	1.4E-11	Male	1.4E-11	1.2E-11	1.3E-11	1.2E-11	1.3E-11	0.0E+0	1.3E-11	1.4E-11	1.2E-11	1.2E-11	1.3E-11	1.2E-11	1.3E-11	1.3E-11	1.3E-11	1.2E-11	1.4E-11	1.3E-11	1.3E-11	1.2E-11	1.3E-11	1.4E-11	1.4E-11	1.2E-11	1.3E-11	1.2E-11	1.1E-11	1.3E-11	0.0E+0
		Female	1.6E-11	1.5E-11	1.6E-11	1.5E-11	1.6E-11	1.7E-11	0.0E+0	1.7E-11	1.5E-11	1.5E-11	1.6E-11	1.4E-11	1.6E-11	1.6E-11	1.6E-11	1.5E-11	1.7E-11	1.6E-11	1.5E-11	1.5E-11	1.6E-11	1.7E-11	1.7E-11	1.5E-11	0.0E+0	1.5E-11	1.4E-11	1.6E-11	1.6E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 1 µm	2.3E-11	Male	2.2E-11	1.9E-11	2.1E-11	2.0E-11	2.2E-11	0.0E+0	2.1E-11	2.2E-11	1.9E-11	1.9E-11	2.0E-11	1.9E-11	2.2E-11	2.2E-11	2.2E-11	2.0E-11	2.3E-11	2.2E-11	2.0E-11	1.9E-11	2.1E-11	2.2E-11	2.3E-11	2.0E-11	2.2E-11	1.9E-11	1.8E-11	2.2E-11	0.0E+0
		Female	2.5E-11	2.4E-11	2.5E-11	2.5E-11	2.6E-11	2.6E-11	0.0E+0	2.6E-11	2.4E-11	2.3E-11	2.5E-11	2.2E-11	2.6E-11	2.6E-11	2.6E-11	2.4E-11	2.7E-11	2.6E-11	2.5E-11	2.3E-11	2.6E-11	2.6E-11	2.7E-11	2.4E-11	0.0E+0	2.4E-11	2.2E-11	2.6E-11	2.6E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 3 µm	3.4E-11	Male	3.2E-11	2.8E-11	3.1E-11	2.9E-11	3.2E-11	0.0E+0	3.2E-11	3.2E-11	2.8E-11	2.8E-11	3.0E-11	2.9E-11	3.2E-11	3.2E-11	3.2E-11	2.9E-11	3.4E-11	3.2E-11	3.0E-11	2.8E-11	3.2E-11	3.2E-11	3.3E-11	2.9E-11	3.2E-11	2.8E-11	2.6E-11	3.2E-11	0.0E+0
		Female	3.7E-11	3.5E-11	3.7E-11	3.6E-11	3.9E-11	3.9E-11	0.0E+0	3.9E-11	3.6E-11	3.5E-11	3.7E-11	3.2E-11	3.9E-11	3.9E-11	3.9E-11	3.6E-11	4.0E-11	3.9E-11	3.7E-11	3.5E-11	3.8E-11	3.9E-11	4.0E-11	3.6E-11	0.0E+0	3.6E-11	3.3E-11	3.9E-11	3.9E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 5 µm	3.5E-11	Male	3.4E-11	2.9E-11	3.2E-11	3.0E-11	3.3E-11	0.0E+0	3.3E-11	3.4E-11	2.9E-11	2.9E-11	3.1E-11	3.0E-11	3.3E-11	3.3E-11	3.3E-11	3.0E-11	3.5E-11	3.3E-11	3.1E-11	2.9E-11	3.3E-11	3.4E-11	3.5E-11	3.0E-11	3.3E-11	3.0E-11	2.7E-11	3.3E-11	0.0E+0
		Female	3.9E-11	3.7E-11	3.9E-11	3.8E-11	4.1E-11	4.1E-11	0.0E+0	4.1E-11	3.7E-11	3.6E-11	3.8E-11	3.4E-11	4.0E-11	4.1E-11	4.0E-11	3.8E-11	4.2E-11	4.1E-11	3.8E-11	3.6E-11	4.0E-11	4.1E-11	4.2E-11	3.7E-11	0.0E+0	3.7E-11	3.4E-11	4.1E-11	4.1E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 10 µm	3.3E-11	Male	3.1E-11	2.7E-11	3.0E-11	2.8E-11	3.1E-11	0.0E+0	3.1E-11	3.2E-11	2.7E-11	2.7E-11	2.9E-11	2.8E-11	3.1E-11	3.1E-11	3.1E-11	2.8E-11	3.3E-11	3.1E-11	2.9E-11	2.7E-11	3.1E-11	3.1E-11	3.3E-11	2.8E-11	3.1E-11	2.8E-11	2.5E-11	3.1E-11	0.0E+0
		Female	3.6E-11	3.4E-11	3.6E-11	3.5E-11	3.8E-11	3.8E-11	0.0E+0	3.8E-11	3.5E-11	3.4E-11	3.6E-11	3.1E-11	3.8E-11	3.8E-11	3.7E-11	3.5E-11	3.9E-11	3.8E-11	3.6E-11	3.4E-11	3.7E-11	3.8E-11	3.9E-11	3.5E-11	0.0E+0	3.5E-11	3.2E-11	3.8E-11	3.8E-11
Inhalation, Aerosols Biogenic organic compounds, fA=0.99, 20 µm	2.8E-11	Male	2.7E-11	2.3E-11	2.6E-11	2.4E-11	2.7E-11	0.0E+0	2.6E-11	2.7E-11	2.4E-11	2.4E-11	2.5E-11	2.4E-11	2.7E-11	2.7E-11	2.7E-11	2.4E-11	2.8E-11	2.7E-11	2.5E-11	2.3E-11	2.6E-11	2.7E-11	2.8E-11	2.4E-11	2.7E-11	2.4E-11	2.2E-11	2.7E-11	0.0E+0
		Female	3.1E-11	2.9E-11	3.1E-11	3.0E-11	3.3E-11	3.3E-11	0.0E+0	3.3E-11	3.0E-11	2.9E-11	3.1E-11	2.7E-11	3.2E-11	3.3E-11	3.2E-11	3.0E-11	3.4E-11	3.3E-11	3.1E-11	2.9E-11	3.2E-11	3.3E-11	3.4E-11	3.0E-11	0.0E+0	3.0E-11	2.8E-11	3.3E-11	3.3E-11
Inhalation, Gas or vapour Type V, Tritiated methane 	5.9E-14	Male	5.5E-14	5.2E-14	5.9E-14	5.3E-14	5.0E-14	0.0E+0	5.0E-14	5.0E-14	5.2E-14	5.2E-14	5.1E-14	4.6E-14	5.0E-14	5.0E-14	5.0E-14	5.1E-14	5.2E-14	5.0E-14	5.1E-14	5.2E-14	5.0E-14	5.0E-14	5.2E-14	5.1E-14	5.0E-14	5.3E-14	5.3E-14	5.0E-14	0.0E+0
		Female	6.5E-14	6.4E-14	7.2E-14	6.5E-14	6.0E-14	6.6E-14	0.0E+0	6.0E-14	6.4E-14	6.5E-14	6.3E-14	5.2E-14	6.1E-14	6.0E-14	6.1E-14	6.3E-14	6.3E-14	6.0E-14	6.3E-14	6.5E-14	6.1E-14	6.0E-14	6.2E-14	6.3E-14	0.0E+0	6.5E-14	6.7E-14	6.0E-14	6.0E-14
Inhalation, Gas or vapour Type V, Tritiated water 	2.0E-11	Male	1.8E-11	1.7E-11	2.0E-11	1.8E-11	1.7E-11	0.0E+0	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.5E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.8E-11	1.8E-11	1.7E-11	0.0E+0
		Female	2.2E-11	2.1E-11	2.4E-11	2.2E-11	2.0E-11	2.2E-11	0.0E+0	2.0E-11	2.1E-11	2.2E-11	2.1E-11	1.7E-11	2.0E-11	2.0E-11	2.0E-11	2.1E-11	2.1E-11	2.0E-11	2.1E-11	2.2E-11	2.0E-11	2.0E-11	2.1E-11	2.1E-11	0.0E+0	2.2E-11	2.2E-11	2.0E-11	2.0E-11
Inhalation, Gas or vapour Type V, Tritium gas 	2.0E-15	Male	1.8E-15	1.7E-15	2.0E-15	1.8E-15	1.7E-15	0.0E+0	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.5E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.7E-15	1.8E-15	1.8E-15	1.7E-15	0.0E+0
		Female	2.2E-15	2.1E-15	2.4E-15	2.2E-15	2.0E-15	2.2E-15	0.0E+0	2.0E-15	2.1E-15	2.2E-15	2.1E-15	1.7E-15	2.0E-15	2.0E-15	2.0E-15	2.1E-15	2.1E-15	2.0E-15	2.1E-15	2.2E-15	2.0E-15	2.0E-15	2.1E-15	2.1E-15	0.0E+0	2.2E-15	2.2E-15	2.0E-15	2.0E-15
Inhalation, Gas or vapour Type F, Unspecified , fA=0.99	2.0E-11	Male	1.8E-11	1.7E-11	2.0E-11	1.8E-11	1.7E-11	0.0E+0	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.5E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.7E-11	1.8E-11	1.8E-11	1.7E-11	0.0E+0
		Female	2.2E-11	2.1E-11	2.4E-11	2.2E-11	2.0E-11	2.2E-11	0.0E+0	2.0E-11	2.1E-11	2.2E-11	2.1E-11	1.7E-11	2.0E-11	2.0E-11	2.0E-11	2.1E-11	2.1E-11	2.0E-11	2.1E-11	2.2E-11	2.0E-11	2.0E-11	2.1E-11	2.1E-11	0.0E+0	2.2E-11	2.2E-11	2.0E-11	2.0E-11
