Radionuclide	U-235m
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
Inhalation, Aerosols Type S, fA=2E-4, 0.03 µm	4.7E-16	Male	2.3E-19	2.9E-19	3.5E-15	2.7E-19	8.3E-20	0.0E+0	8.7E-20	5.8E-20	2.7E-19	3.0E-19	1.9E-19	4.1E-19	8.0E-20	8.1E-20	7.6E-20	2.3E-19	1.6E-18	8.2E-20	1.9E-19	1.4E-18	8.1E-17	6.3E-20	8.3E-20	2.3E-19	8.1E-20	2.8E-19	3.8E-19	9.0E-20	0.0E+0
		Female	3.0E-19	3.2E-19	4.3E-15	3.0E-19	8.7E-20	2.1E-19	0.0E+0	7.0E-20	3.1E-19	3.9E-19	2.3E-19	5.3E-19	9.2E-20	8.4E-20	1.1E-19	2.6E-19	1.8E-18	8.5E-20	2.4E-19	1.7E-18	1.0E-16	7.6E-20	8.6E-20	2.8E-19	0.0E+0	3.3E-19	4.6E-19	9.3E-20	8.3E-20
Inhalation, Aerosols Type S, fA=2E-4, 0.1 µm	2.3E-16	Male	1.2E-19	1.4E-19	1.7E-15	1.3E-19	4.2E-20	0.0E+0	4.4E-20	2.9E-20	1.4E-19	1.5E-19	9.4E-20	2.0E-19	4.0E-20	4.1E-20	3.8E-20	1.2E-19	1.1E-18	4.1E-20	9.5E-20	7.0E-19	4.1E-17	3.2E-20	4.2E-20	1.2E-19	4.1E-20	1.4E-19	1.9E-19	4.5E-20	0.0E+0
		Female	1.5E-19	1.6E-19	2.1E-15	1.5E-19	4.3E-20	1.0E-19	0.0E+0	3.5E-20	1.6E-19	2.0E-19	1.1E-19	2.7E-19	4.6E-20	4.2E-20	5.5E-20	1.3E-19	1.3E-18	4.2E-20	1.2E-19	8.3E-19	5.1E-17	3.8E-20	4.3E-20	1.4E-19	0.0E+0	1.6E-19	2.3E-19	4.7E-20	4.2E-20
Inhalation, Aerosols Type S, fA=2E-4, 0.3 µm	1.7E-16	Male	8.5E-20	1.1E-19	1.3E-15	9.8E-20	3.1E-20	0.0E+0	3.2E-20	2.1E-20	1.0E-19	1.1E-19	7.0E-20	1.5E-19	3.0E-20	3.0E-20	2.8E-20	8.5E-20	1.9E-18	3.0E-20	7.0E-20	5.2E-19	2.9E-17	2.3E-20	3.1E-20	8.5E-20	3.0E-20	1.0E-19	1.4E-19	3.3E-20	0.0E+0
		Female	1.1E-19	1.2E-19	1.5E-15	1.1E-19	3.2E-20	7.7E-20	0.0E+0	2.6E-20	1.2E-19	1.4E-19	8.4E-20	1.9E-19	3.4E-20	3.1E-20	4.0E-20	9.7E-20	2.2E-18	3.1E-20	9.0E-20	6.1E-19	3.7E-17	2.8E-20	3.2E-20	1.0E-19	0.0E+0	1.2E-19	1.7E-19	3.4E-20	3.1E-20
Inhalation, Aerosols Type S, fA=2E-4, 1 µm	1.2E-16	Male	7.6E-20	9.4E-20	9.0E-16	8.7E-20	2.7E-20	0.0E+0	2.9E-20	1.8E-20	8.9E-20	9.7E-20	6.1E-20	1.3E-19	2.6E-20	2.6E-20	2.5E-20	7.6E-20	6.4E-18	2.6E-20	6.1E-20	4.6E-19	2.2E-17	2.0E-20	2.7E-20	7.5E-20	2.6E-20	9.3E-20	1.2E-19	2.8E-20	0.0E+0
		Female	9.9E-20	1.0E-19	1.1E-15	1.0E-19	2.8E-20	6.9E-20	0.0E+0	2.2E-20	1.0E-19	1.3E-19	7.4E-20	1.7E-19	3.0E-20	2.7E-20	3.6E-20	8.6E-20	7.4E-18	2.7E-20	7.9E-20	5.4E-19	2.7E-17	2.4E-20	2.7E-20	9.0E-20	0.0E+0	1.1E-19	1.5E-19	2.9E-20	2.7E-20
Inhalation, Aerosols Type S, fA=2E-4, 3 µm	8.7E-17	Male	7.8E-20	9.7E-20	6.5E-16	8.9E-20	2.7E-20	0.0E+0	3.0E-20	1.8E-20	9.1E-20	9.8E-20	6.2E-20	1.3E-19	2.6E-20	2.6E-20	2.6E-20	7.8E-20	1.1E-17	2.7E-20	6.2E-20	4.7E-19	1.7E-17	2.0E-20	2.7E-20	7.7E-20	2.6E-20	9.6E-20	1.3E-19	2.8E-20	0.0E+0
		Female	1.0E-19	1.1E-19	7.9E-16	1.0E-19	2.7E-20	7.1E-20	0.0E+0	2.2E-20	1.0E-19	1.3E-19	7.5E-20	1.7E-19	3.0E-20	2.7E-20	3.7E-20	8.8E-20	1.3E-17	2.7E-20	8.1E-20	5.5E-19	2.1E-17	2.4E-20	2.8E-20	9.3E-20	0.0E+0	1.1E-19	1.6E-19	2.9E-20	2.7E-20
Inhalation, Aerosols Type S, fA=2E-4, 5 µm	6.0E-17	Male	6.9E-20	8.6E-20	4.5E-16	7.9E-20	2.3E-20	0.0E+0	2.7E-20	1.6E-20	8.0E-20	8.6E-20	5.5E-20	1.1E-19	2.3E-20	2.3E-20	2.3E-20	6.9E-20	1.2E-17	2.3E-20	5.5E-20	4.1E-19	1.2E-17	1.8E-20	2.4E-20	6.9E-20	2.3E-20	8.5E-20	1.1E-19	2.4E-20	0.0E+0
		Female	9.0E-20	9.5E-20	5.5E-16	9.1E-20	2.4E-20	6.4E-20	0.0E+0	1.9E-20	9.2E-20	1.1E-19	6.6E-20	1.5E-19	2.6E-20	2.4E-20	3.3E-20	7.8E-20	1.4E-17	2.4E-20	7.1E-20	4.9E-19	1.5E-17	2.1E-20	2.4E-20	8.3E-20	0.0E+0	9.8E-20	1.4E-19	2.5E-20	2.4E-20
Inhalation, Aerosols Type S, fA=2E-4, 10 µm	2.7E-17	Male	5.2E-20	6.5E-20	2.0E-16	6.0E-20	1.7E-20	0.0E+0	2.0E-20	1.2E-20	6.0E-20	6.4E-20	4.1E-20	8.5E-20	1.7E-20	1.7E-20	1.7E-20	5.2E-20	1.2E-17	1.7E-20	4.1E-20	3.1E-19	6.4E-18	1.3E-20	1.8E-20	5.2E-20	1.7E-20	6.4E-20	8.6E-20	1.8E-20	0.0E+0
		Female	6.8E-20	7.2E-20	2.4E-16	6.9E-20	1.8E-20	4.8E-20	0.0E+0	1.4E-20	6.9E-20	8.4E-20	4.9E-20	1.1E-19	2.0E-20	1.8E-20	2.5E-20	5.9E-20	1.4E-17	1.7E-20	5.3E-20	3.7E-19	8.0E-18	1.6E-20	1.8E-20	6.2E-20	0.0E+0	7.4E-20	1.1E-19	1.8E-20	1.7E-20
Inhalation, Aerosols Type S, fA=2E-4, 20 µm	8.2E-18	Male	3.7E-20	4.7E-20	6.1E-17	4.3E-20	1.2E-20	0.0E+0	1.5E-20	8.3E-21	4.3E-20	4.6E-20	2.9E-20	6.0E-20	1.2E-20	1.2E-20	1.3E-20	3.7E-20	1.1E-17	1.2E-20	2.9E-20	2.2E-19	2.9E-18	9.1E-21	1.2E-20	3.7E-20	1.2E-20	4.6E-20	6.2E-20	1.2E-20	0.0E+0
		Female	4.9E-20	5.2E-20	7.4E-17	4.9E-20	1.2E-20	3.5E-20	0.0E+0	1.0E-20	4.9E-20	5.9E-20	3.5E-20	7.9E-20	1.4E-20	1.2E-20	1.8E-20	4.2E-20	1.3E-17	1.2E-20	3.8E-20	2.6E-19	3.7E-18	1.1E-20	1.3E-20	4.5E-20	0.0E+0	5.3E-20	7.6E-20	1.3E-20	1.2E-20
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 0.001 µm	7.3E-18	Male	3.1E-18	3.8E-18	3.5E-17	3.5E-18	9.9E-19	0.0E+0	1.2E-18	6.8E-19	3.5E-18	3.7E-18	2.4E-18	4.9E-18	9.9E-19	9.9E-19	1.0E-18	3.1E-18	1.3E-18	9.9E-19	2.4E-18	1.8E-17	1.2E-18	7.4E-19	1.0E-18	3.1E-18	9.9E-19	3.8E-18	5.1E-18	9.9E-19	0.0E+0
		Female	4.0E-18	4.2E-18	4.3E-17	4.0E-18	1.0E-18	2.9E-18	0.0E+0	8.2E-19	4.0E-18	4.9E-18	2.8E-18	6.5E-18	1.1E-18	1.0E-18	1.5E-18	3.5E-18	1.3E-18	1.0E-18	3.1E-18	2.2E-17	1.5E-18	8.9E-19	1.0E-18	3.7E-18	0.0E+0	4.4E-18	6.3E-18	1.0E-18	1.0E-18
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 0.003 µm	1.4E-16	Male	5.9E-18	7.4E-18	9.8E-16	6.8E-18	1.9E-18	0.0E+0	2.3E-18	1.3E-18	6.8E-18	7.2E-18	4.6E-18	9.4E-18	1.9E-18	1.9E-18	2.0E-18	5.9E-18	2.1E-18	1.9E-18	4.6E-18	3.5E-17	2.3E-18	1.4E-18	2.0E-18	5.9E-18	1.9E-18	7.3E-18	9.9E-18	1.9E-18	0.0E+0
		Female	7.7E-18	8.2E-18	1.2E-15	7.8E-18	1.9E-18	5.5E-18	0.0E+0	1.6E-18	7.8E-18	9.4E-18	5.5E-18	1.3E-17	2.2E-18	1.9E-18	2.9E-18	6.7E-18	2.2E-18	1.9E-18	6.0E-18	4.2E-17	2.9E-18	1.7E-18	2.0E-18	7.1E-18	0.0E+0	8.4E-18	1.2E-17	1.9E-18	1.9E-18
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 0.01 µm	5.2E-16	Male	8.2E-18	1.0E-17	3.9E-15	9.5E-18	2.7E-18	0.0E+0	3.2E-18	1.9E-18	9.5E-18	1.0E-17	6.4E-18	1.3E-17	2.7E-18	2.7E-18	2.8E-18	8.3E-18	2.8E-18	2.7E-18	6.5E-18	4.9E-17	3.2E-18	2.0E-18	2.8E-18	8.3E-18	2.7E-18	1.0E-17	1.4E-17	2.7E-18	0.0E+0
		Female	1.1E-17	1.1E-17	4.7E-15	1.1E-17	2.7E-18	7.7E-18	0.0E+0	2.2E-18	1.1E-17	1.3E-17	7.7E-18	1.8E-17	3.1E-18	2.7E-18	4.0E-18	9.4E-18	2.9E-18	2.7E-18	8.4E-18	5.8E-17	4.0E-18	2.4E-18	2.8E-18	9.9E-18	0.0E+0	1.2E-17	1.7E-17	2.7E-18	2.7E-18
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 0.03 µm	4.6E-16	Male	6.2E-18	7.8E-18	3.4E-15	7.2E-18	2.0E-18	0.0E+0	2.4E-18	1.4E-18	7.2E-18	7.6E-18	4.8E-18	1.0E-17	2.0E-18	2.0E-18	2.1E-18	6.2E-18	2.1E-18	2.0E-18	4.9E-18	3.7E-17	2.5E-18	1.5E-18	2.1E-18	6.2E-18	2.0E-18	7.7E-18	1.0E-17	2.0E-18	0.0E+0
		Female	8.1E-18	8.7E-18	4.1E-15	8.3E-18	2.1E-18	5.8E-18	0.0E+0	1.7E-18	8.3E-18	1.0E-17	5.8E-18	1.3E-17	2.3E-18	2.1E-18	3.0E-18	7.1E-18	2.1E-18	2.1E-18	6.4E-18	4.4E-17	3.0E-18	1.9E-18	2.1E-18	7.5E-18	0.0E+0	8.9E-18	1.3E-17	2.1E-18	2.1E-18
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 0.1 µm	2.3E-16	Male	3.1E-18	3.9E-18	1.7E-15	3.6E-18	1.0E-18	0.0E+0	1.2E-18	7.0E-19	3.6E-18	3.8E-18	2.4E-18	5.0E-18	1.0E-18	1.0E-18	1.1E-18	3.1E-18	1.1E-18	1.0E-18	2.4E-18	1.9E-17	1.2E-18	7.7E-19	1.0E-18	3.1E-18	1.0E-18	3.9E-18	5.2E-18	1.0E-18	0.0E+0
		Female	4.1E-18	4.3E-18	2.1E-15	4.1E-18	1.0E-18	2.9E-18	0.0E+0	8.5E-19	4.1E-18	5.0E-18	2.9E-18	6.7E-18	1.2E-18	1.0E-18	1.5E-18	3.5E-18	1.1E-18	1.0E-18	3.2E-18	2.2E-17	1.5E-18	9.3E-19	1.1E-18	3.8E-18	0.0E+0	4.5E-18	6.4E-18	1.0E-18	1.0E-18
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 0.3 µm	1.6E-16	Male	2.3E-18	2.9E-18	1.2E-15	2.7E-18	7.6E-19	0.0E+0	9.0E-19	5.2E-19	2.7E-18	2.8E-18	1.8E-18	3.7E-18	7.5E-19	7.6E-19	7.8E-19	2.3E-18	8.1E-19	7.6E-19	1.8E-18	1.4E-17	9.1E-19	5.7E-19	7.7E-19	2.3E-18	7.6E-19	2.9E-18	3.9E-18	7.6E-19	0.0E+0
		Female	3.0E-18	3.2E-18	1.5E-15	3.1E-18	7.7E-19	2.2E-18	0.0E+0	6.3E-19	3.1E-18	3.7E-18	2.1E-18	4.9E-18	8.6E-19	7.7E-19	1.1E-18	2.6E-18	8.2E-19	7.7E-19	2.4E-18	1.6E-17	1.1E-18	6.8E-19	7.8E-19	2.8E-18	0.0E+0	3.3E-18	4.7E-18	7.7E-19	7.7E-19
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 1 µm	1.2E-16	Male	2.1E-18	2.6E-18	8.8E-16	2.4E-18	6.8E-19	0.0E+0	8.1E-19	4.6E-19	2.4E-18	2.5E-18	1.6E-18	3.3E-18	6.7E-19	6.8E-19	7.0E-19	2.1E-18	8.2E-19	6.8E-19	1.6E-18	1.2E-17	8.1E-19	5.0E-19	6.9E-19	2.1E-18	6.8E-19	2.6E-18	3.5E-18	6.8E-19	0.0E+0
		Female	2.7E-18	2.9E-18	1.1E-15	2.7E-18	6.8E-19	1.9E-18	0.0E+0	5.6E-19	2.7E-18	3.3E-18	1.9E-18	4.4E-18	7.7E-19	6.9E-19	1.0E-18	2.3E-18	8.5E-19	6.8E-19	2.1E-18	1.5E-17	1.0E-18	6.1E-19	6.9E-19	2.5E-18	0.0E+0	2.9E-18	4.2E-18	6.9E-19	6.9E-19
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 3 µm	8.6E-17	Male	2.1E-18	2.7E-18	6.3E-16	2.5E-18	7.0E-19	0.0E+0	8.4E-19	4.8E-19	2.5E-18	2.6E-18	1.7E-18	3.4E-18	7.0E-19	7.0E-19	7.3E-19	2.1E-18	9.5E-19	7.0E-19	1.7E-18	1.3E-17	8.4E-19	5.2E-19	7.1E-19	2.1E-18	7.0E-19	2.7E-18	3.6E-18	7.0E-19	0.0E+0
		Female	2.8E-18	3.0E-18	7.7E-16	2.8E-18	7.1E-19	2.0E-18	0.0E+0	5.8E-19	2.8E-18	3.4E-18	2.0E-18	4.6E-18	8.0E-19	7.1E-19	1.0E-18	2.4E-18	9.9E-19	7.1E-19	2.2E-18	1.5E-17	1.0E-18	6.3E-19	7.2E-19	2.6E-18	0.0E+0	3.1E-18	4.4E-18	7.1E-19	7.1E-19
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 5 µm	6.0E-17	Male	1.9E-18	2.4E-18	4.4E-16	2.2E-18	6.3E-19	0.0E+0	7.5E-19	4.3E-19	2.2E-18	2.3E-18	1.5E-18	3.1E-18	6.2E-19	6.3E-19	6.5E-19	1.9E-18	9.0E-19	6.3E-19	1.5E-18	1.1E-17	7.5E-19	4.7E-19	6.4E-19	1.9E-18	6.3E-19	2.4E-18	3.2E-18	6.3E-19	0.0E+0
		Female	2.5E-18	2.7E-18	5.4E-16	2.5E-18	6.3E-19	1.8E-18	0.0E+0	5.2E-19	2.5E-18	3.1E-18	1.8E-18	4.1E-18	7.1E-19	6.3E-19	9.3E-19	2.2E-18	9.4E-19	6.3E-19	2.0E-18	1.4E-17	9.3E-19	5.6E-19	6.4E-19	2.3E-18	0.0E+0	2.7E-18	3.9E-18	6.3E-19	6.3E-19
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 10 µm	2.7E-17	Male	1.5E-18	1.8E-18	2.0E-16	1.7E-18	4.7E-19	0.0E+0	5.7E-19	3.2E-19	1.7E-18	1.8E-18	1.1E-18	2.3E-18	4.7E-19	4.7E-19	5.0E-19	1.5E-18	7.4E-19	4.7E-19	1.1E-18	8.7E-18	5.7E-19	3.5E-19	4.8E-19	1.5E-18	4.7E-19	1.8E-18	2.4E-18	4.7E-19	0.0E+0
		Female	1.9E-18	2.0E-18	2.4E-16	1.9E-18	4.8E-19	1.4E-18	0.0E+0	3.9E-19	1.9E-18	2.3E-18	1.4E-18	3.1E-18	5.4E-19	4.8E-19	7.1E-19	1.7E-18	7.9E-19	4.8E-19	1.5E-18	1.0E-17	7.1E-19	4.3E-19	4.9E-19	1.8E-18	0.0E+0	2.1E-18	3.0E-18	4.8E-19	4.8E-19
Inhalation, Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2, 20 µm	9.0E-18	Male	1.1E-18	1.3E-18	6.0E-17	1.2E-18	3.4E-19	0.0E+0	4.2E-19	2.3E-19	1.2E-18	1.3E-18	8.2E-19	1.7E-18	3.4E-19	3.4E-19	3.6E-19	1.1E-18	5.8E-19	3.4E-19	8.3E-19	6.3E-18	4.1E-19	2.5E-19	3.5E-19	1.1E-18	3.4E-19	1.3E-18	1.8E-18	3.4E-19	0.0E+0
		Female	1.4E-18	1.5E-18	7.4E-17	1.4E-18	3.5E-19	9.9E-19	0.0E+0	2.8E-19	1.4E-18	1.7E-18	9.8E-19	2.2E-18	3.9E-19	3.5E-19	5.1E-19	1.2E-18	6.2E-19	3.5E-19	1.1E-18	7.5E-18	5.1E-19	3.1E-19	3.5E-19	1.3E-18	0.0E+0	1.5E-18	2.2E-18	3.5E-19	3.5E-19
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 0.001 µm	4.6E-18	Male	1.2E-19	1.5E-19	3.3E-17	1.3E-19	3.8E-20	0.0E+0	4.6E-20	2.6E-20	1.3E-19	1.4E-19	9.0E-20	1.9E-19	3.8E-20	3.8E-20	3.9E-20	1.2E-19	9.8E-18	3.8E-20	9.1E-20	7.0E-19	6.2E-19	2.8E-20	3.9E-20	1.2E-19	3.8E-20	1.4E-19	1.9E-19	3.8E-20	0.0E+0
		Female	1.5E-19	1.6E-19	4.0E-17	1.5E-19	3.8E-20	1.1E-19	0.0E+0	3.1E-20	1.5E-19	1.9E-19	1.1E-19	2.5E-19	4.3E-20	3.9E-20	5.6E-20	1.3E-19	1.1E-17	3.8E-20	1.2E-19	8.2E-19	7.7E-19	3.4E-20	3.9E-20	1.4E-19	0.0E+0	1.7E-19	2.4E-19	3.9E-20	3.9E-20
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 0.003 µm	1.3E-16	Male	2.3E-19	2.8E-19	9.9E-16	2.6E-19	7.8E-20	0.0E+0	8.8E-20	5.5E-20	2.6E-19	2.9E-19	1.8E-19	3.8E-19	7.7E-20	7.8E-20	7.6E-20	2.3E-19	6.0E-18	7.8E-20	1.8E-19	1.4E-18	2.3E-18	5.9E-20	7.9E-20	2.3E-19	7.8E-20	2.8E-19	3.8E-19	7.9E-20	0.0E+0
		Female	3.0E-19	3.2E-19	1.2E-15	3.0E-19	8.0E-20	2.1E-19	0.0E+0	6.6E-20	3.0E-19	3.7E-19	2.1E-19	5.0E-19	8.9E-20	8.0E-20	1.1E-19	2.6E-19	6.9E-18	8.0E-20	2.3E-19	1.6E-18	2.9E-18	7.2E-20	8.1E-20	2.7E-19	0.0E+0	3.2E-19	4.6E-19	8.0E-20	8.0E-20
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 0.01 µm	5.3E-16	Male	3.3E-19	4.1E-19	4.0E-15	3.8E-19	1.2E-19	0.0E+0	1.2E-19	8.9E-20	3.8E-19	4.4E-19	2.6E-19	5.9E-19	1.2E-19	1.2E-19	1.1E-19	3.3E-19	2.4E-18	1.2E-19	2.6E-19	2.0E-18	6.9E-18	9.6E-20	1.2E-19	3.3E-19	1.2E-19	4.0E-19	5.3E-19	1.2E-19	0.0E+0
		Female	4.2E-19	4.5E-19	4.8E-15	4.3E-19	1.3E-19	2.9E-19	0.0E+0	1.1E-19	4.4E-19	5.7E-19	3.1E-19	7.6E-19	1.4E-19	1.3E-19	1.5E-19	3.8E-19	2.7E-18	1.3E-19	3.4E-19	2.4E-18	8.7E-18	1.2E-19	1.3E-19	4.0E-19	0.0E+0	4.6E-19	6.4E-19	1.3E-19	1.3E-19
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 0.03 µm	4.6E-16	Male	2.5E-19	3.1E-19	3.5E-15	2.9E-19	9.4E-20	0.0E+0	9.3E-20	7.0E-20	2.9E-19	3.4E-19	2.0E-19	4.6E-19	9.3E-20	9.4E-20	8.1E-20	2.5E-19	1.2E-18	9.4E-20	2.0E-19	1.5E-18	5.9E-18	7.5E-20	9.6E-20	2.5E-19	9.4E-20	3.1E-19	4.0E-19	9.6E-20	0.0E+0
		Female	3.2E-19	3.5E-19	4.2E-15	3.3E-19	9.9E-20	2.2E-19	0.0E+0	8.4E-20	3.3E-19	4.4E-19	2.4E-19	5.9E-19	1.1E-19	9.8E-20	1.2E-19	2.9E-19	1.3E-18	9.8E-20	2.6E-19	1.8E-18	7.4E-18	9.0E-20	1.0E-19	3.0E-19	0.0E+0	3.5E-19	4.8E-19	1.0E-19	9.8E-20
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 0.1 µm	2.3E-16	Male	1.2E-19	1.6E-19	1.7E-15	1.4E-19	4.7E-20	0.0E+0	4.7E-20	3.5E-20	1.4E-19	1.7E-19	1.0E-19	2.3E-19	4.7E-20	4.7E-20	4.1E-20	1.3E-19	8.3E-19	4.7E-20	1.0E-19	7.7E-19	3.0E-18	3.7E-20	4.8E-20	1.3E-19	4.7E-20	1.5E-19	2.0E-19	4.8E-20	0.0E+0
		Female	1.6E-19	1.7E-19	2.1E-15	1.7E-19	5.0E-20	1.1E-19	0.0E+0	4.2E-20	1.7E-19	2.2E-19	1.2E-19	3.0E-19	5.4E-20	4.9E-20	5.8E-20	1.4E-19	9.5E-19	4.9E-20	1.3E-19	9.1E-19	3.7E-18	4.5E-20	5.0E-20	1.5E-19	0.0E+0	1.8E-19	2.4E-19	5.0E-20	4.9E-20
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 0.3 µm	1.7E-16	Male	9.2E-20	1.1E-19	1.2E-15	1.1E-19	3.5E-20	0.0E+0	3.5E-20	2.6E-20	1.1E-19	1.2E-19	7.4E-20	1.7E-19	3.4E-20	3.5E-20	3.0E-20	9.3E-20	1.4E-18	3.5E-20	7.4E-20	5.7E-19	2.2E-18	2.7E-20	3.5E-20	9.3E-20	3.5E-20	1.1E-19	1.5E-19	3.5E-20	0.0E+0
		Female	1.2E-19	1.3E-19	1.5E-15	1.2E-19	3.6E-20	8.2E-20	0.0E+0	3.1E-20	1.2E-19	1.6E-19	8.8E-20	2.2E-19	4.0E-20	3.6E-20	4.3E-20	1.1E-19	1.6E-18	3.6E-20	9.6E-20	6.7E-19	2.7E-18	3.3E-20	3.7E-20	1.1E-19	0.0E+0	1.3E-19	1.8E-19	3.7E-20	3.6E-20
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 1 µm	1.2E-16	Male	8.1E-20	1.0E-19	8.9E-16	9.4E-20	3.0E-20	0.0E+0	3.1E-20	2.2E-20	9.5E-20	1.1E-19	6.5E-20	1.5E-19	3.0E-20	3.0E-20	2.7E-20	8.2E-20	4.6E-18	3.0E-20	6.6E-20	5.0E-19	1.7E-18	2.3E-20	3.1E-20	8.2E-20	3.0E-20	1.0E-19	1.3E-19	3.0E-20	0.0E+0
		Female	1.1E-19	1.1E-19	1.1E-15	1.1E-19	3.1E-20	7.4E-20	0.0E+0	2.6E-20	1.1E-19	1.4E-19	7.8E-20	1.9E-19	3.4E-20	3.1E-20	3.8E-20	9.3E-20	5.3E-18	3.1E-20	8.5E-20	5.9E-19	2.1E-18	2.8E-20	3.2E-20	9.9E-20	0.0E+0	1.2E-19	1.6E-19	3.2E-20	3.1E-20
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 3 µm	8.6E-17	Male	8.4E-20	1.0E-19	6.5E-16	9.7E-20	3.0E-20	0.0E+0	3.2E-20	2.1E-20	9.7E-20	1.1E-19	6.6E-20	1.4E-19	2.9E-20	3.0E-20	2.8E-20	8.4E-20	8.2E-18	3.0E-20	6.7E-20	5.1E-19	1.4E-18	2.3E-20	3.0E-20	8.4E-20	3.0E-20	1.0E-19	1.4E-19	3.0E-20	0.0E+0
		Female	1.1E-19	1.2E-19	7.9E-16	1.1E-19	3.1E-20	7.6E-20	0.0E+0	2.6E-20	1.1E-19	1.4E-19	7.9E-20	1.9E-19	3.4E-20	3.1E-20	4.0E-20	9.6E-20	9.4E-18	3.1E-20	8.7E-20	6.0E-19	1.7E-18	2.8E-20	3.1E-20	1.0E-19	0.0E+0	1.2E-19	1.7E-19	3.1E-20	3.1E-20
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 5 µm	6.0E-17	Male	7.4E-20	9.3E-20	4.5E-16	8.6E-20	2.6E-20	0.0E+0	2.9E-20	1.8E-20	8.6E-20	9.5E-20	5.9E-20	1.3E-19	2.6E-20	2.6E-20	2.5E-20	7.5E-20	9.0E-18	2.6E-20	5.9E-20	4.5E-19	1.1E-18	2.0E-20	2.6E-20	7.5E-20	2.6E-20	9.2E-20	1.2E-19	2.6E-20	0.0E+0
		Female	9.7E-20	1.0E-19	5.4E-16	9.9E-20	2.7E-20	6.8E-20	0.0E+0	2.2E-20	9.9E-20	1.2E-19	7.0E-20	1.7E-19	3.0E-20	2.7E-20	3.6E-20	8.5E-20	1.0E-17	2.7E-20	7.7E-20	5.3E-19	1.4E-18	2.4E-20	2.7E-20	9.0E-20	0.0E+0	1.1E-19	1.5E-19	2.7E-20	2.7E-20
Inhalation, Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4, 10 µm	2.7E-17	Male	5.6E-20	7.0E-20	2.0E-16	6.5E-20	1.9E-20	0.0E+0	2.2E-20	1.3E-20	6.5E-20	7.0E-20	4.4E-20	9.3E-20	1.9E-20	1.9E-20	1.9E-20	5.6E-20	8.9E-18	1.9E-20	4.4E-20	3.4E-19	6.6E-19	1.4E-20	1.9E-20	5.6E-20	1.9E-20	7.0E-20	9.3E-20	1.9E-20	0.0E+0
