Radionuclide	Th-226
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
		Female	2.0E-12	1.9E-12	3.7E-7	1.9E-12	3.7E-13	2.7E-12	0.0E+0	2.6E-13	2.0E-12	3.2E-12	1.5E-12	4.5E-12	4.2E-13	3.7E-13	1.2E-12	1.5E-12	1.9E-7	3.7E-13	1.5E-12	4.2E-12	7.8E-10	3.1E-13	4.4E-13	1.6E-12	0.0E+0	1.9E-12	3.4E-12	4.6E-13	3.5E-13
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 1 µm	4.6E-8	Male	1.4E-12	1.5E-12	3.2E-7	1.6E-12	3.3E-13	0.0E+0	1.1E-12	1.8E-13	1.6E-12	2.0E-12	9.7E-13	3.1E-12	3.4E-13	3.4E-13	6.8E-13	1.2E-12	5.5E-7	3.3E-13	9.7E-13	2.9E-12	4.6E-10	2.1E-13	4.8E-13	1.2E-12	3.1E-13	1.5E-12	2.4E-12	3.8E-13	0.0E+0
		Female	1.7E-12	1.6E-12	3.5E-7	1.8E-12	3.2E-13	2.1E-12	0.0E+0	2.3E-13	1.8E-12	2.6E-12	1.3E-12	3.5E-12	3.9E-13	3.7E-13	9.7E-13	1.3E-12	6.4E-7	3.3E-13	1.3E-12	3.4E-12	5.8E-10	2.6E-13	5.7E-13	1.4E-12	0.0E+0	1.7E-12	2.9E-12	3.9E-13	3.1E-13
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 3 µm	5.9E-8	Male	1.3E-12	1.5E-12	3.9E-7	1.8E-12	3.3E-13	0.0E+0	9.0E-13	1.8E-13	1.6E-12	1.9E-12	9.6E-13	2.6E-12	3.6E-13	3.6E-13	5.9E-13	1.2E-12	9.8E-7	3.4E-13	9.8E-13	2.6E-12	3.6E-10	2.1E-13	6.0E-13	1.2E-12	3.0E-13	1.5E-12	2.3E-12	3.7E-13	0.0E+0
		Female	1.7E-12	1.6E-12	4.3E-7	2.0E-12	3.2E-13	1.9E-12	0.0E+0	2.3E-13	1.9E-12	2.5E-12	1.3E-12	3.1E-12	4.1E-13	4.1E-13	8.4E-13	1.4E-12	1.1E-6	3.4E-13	1.3E-12	3.1E-12	4.5E-10	2.6E-13	7.8E-13	1.5E-12	0.0E+0	1.7E-12	2.9E-12	3.8E-13	3.1E-13
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 5 µm	5.5E-8	Male	1.1E-12	1.3E-12	3.5E-7	1.7E-12	2.9E-13	0.0E+0	7.0E-13	1.5E-13	1.5E-12	1.6E-12	8.4E-13	2.1E-12	3.3E-13	3.3E-13	4.8E-13	1.1E-12	1.1E-6	3.1E-13	8.6E-13	2.2E-12	2.7E-10	1.8E-13	5.9E-13	1.1E-12	2.7E-13	1.3E-12	2.0E-12	3.2E-13	0.0E+0
		Female	1.4E-12	1.5E-12	3.9E-7	1.9E-12	2.8E-13	1.5E-12	0.0E+0	2.0E-13	1.7E-12	2.1E-12	1.1E-12	2.5E-12	3.7E-13	3.9E-13	6.8E-13	1.2E-12	1.3E-6	3.1E-13	1.1E-12	2.6E-12	3.3E-10	2.3E-13	7.8E-13	1.3E-12	0.0E+0	1.5E-12	2.5E-12	3.3E-13	2.7E-13
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 10 µm	4.1E-8	Male	7.8E-13	1.0E-12	2.4E-7	1.4E-12	2.1E-13	0.0E+0	4.3E-13	1.1E-13	1.1E-12	1.1E-12	6.2E-13	1.3E-12	2.6E-13	2.5E-13	3.1E-13	7.9E-13	1.1E-6	2.3E-13	6.4E-13	1.5E-12	1.4E-10	1.3E-13	5.1E-13	8.4E-13	1.9E-13	1.0E-12	1.5E-12	2.3E-13	0.0E+0
		Female	1.0E-12	1.1E-12	2.6E-7	1.5E-12	2.1E-13	9.8E-13	0.0E+0	1.5E-13	1.3E-12	1.5E-12	7.9E-13	1.6E-12	2.9E-13	3.1E-13	4.4E-13	9.0E-13	1.2E-6	2.3E-13	8.3E-13	1.8E-12	1.8E-10	1.7E-13	7.1E-13	1.0E-12	0.0E+0	1.2E-12	1.8E-12	2.3E-13	2.0E-13
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 20 µm	2.4E-8	Male	5.3E-13	7.2E-13	1.2E-7	1.0E-12	1.5E-13	0.0E+0	2.5E-13	7.8E-14	8.3E-13	7.5E-13	4.3E-13	7.9E-13	1.9E-13	1.9E-13	1.9E-13	5.6E-13	9.5E-7	1.7E-13	4.5E-13	9.6E-13	7.0E-11	9.4E-14	4.2E-13	6.0E-13	1.3E-13	7.3E-13	1.0E-12	1.6E-13	0.0E+0
		Female	6.9E-13	7.7E-13	1.3E-7	1.1E-12	1.5E-13	6.1E-13	0.0E+0	1.1E-13	9.5E-13	9.8E-13	5.4E-13	9.8E-13	2.2E-13	2.4E-13	2.7E-13	6.4E-13	1.1E-6	1.7E-13	5.8E-13	1.1E-12	8.8E-11	1.2E-13	5.9E-13	7.3E-13	0.0E+0	8.3E-13	1.3E-12	1.6E-13	1.4E-13
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.001 µm	2.4E-7	Male	1.3E-10	1.9E-10	1.8E-6	1.7E-10	3.6E-11	0.0E+0	4.8E-11	2.0E-11	1.7E-10	1.8E-10	1.1E-10	1.5E-10	3.6E-11	3.6E-11	3.9E-11	1.5E-10	1.2E-6	3.6E-11	1.1E-10	2.3E-10	4.7E-11	2.3E-11	3.7E-11	1.5E-10	3.6E-11	1.8E-10	2.6E-10	3.6E-11	0.0E+0
		Female	1.7E-10	2.0E-10	2.0E-6	1.9E-10	3.4E-11	1.3E-10	0.0E+0	2.4E-11	1.9E-10	2.4E-10	1.3E-10	2.0E-10	4.1E-11	3.4E-11	5.6E-11	1.6E-10	1.4E-6	3.4E-11	1.5E-10	2.7E-10	5.9E-11	2.8E-11	3.5E-11	1.7E-10	0.0E+0	2.1E-10	3.1E-10	3.4E-11	3.4E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.003 µm	3.8E-7	Male	2.3E-10	3.2E-10	3.0E-6	2.9E-10	6.3E-11	0.0E+0	8.4E-11	3.4E-11	2.9E-10	3.2E-10	1.9E-10	2.6E-10	6.2E-11	6.3E-11	6.7E-11	2.5E-10	7.3E-7	6.3E-11	1.9E-10	4.0E-10	8.1E-11	3.9E-11	6.3E-11	2.5E-10	6.2E-11	3.2E-10	4.4E-10	6.3E-11	0.0E+0
		Female	3.0E-10	3.5E-10	3.2E-6	3.3E-10	5.9E-11	2.3E-10	0.0E+0	4.2E-11	3.3E-10	4.1E-10	2.2E-10	3.5E-10	7.0E-11	5.9E-11	9.6E-11	2.8E-10	8.5E-7	5.9E-11	2.5E-10	4.7E-10	1.0E-10	4.9E-11	5.9E-11	3.0E-10	0.0E+0	3.6E-10	5.3E-10	5.9E-11	5.9E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.01 µm	2.3E-7	Male	3.1E-10	4.3E-10	1.8E-6	3.9E-10	8.4E-11	0.0E+0	1.2E-10	4.6E-11	3.9E-10	4.3E-10	2.5E-10	3.7E-10	8.3E-11	8.4E-11	9.3E-11	3.3E-10	2.8E-7	8.4E-11	2.5E-10	5.4E-10	1.1E-10	5.3E-11	8.4E-11	3.3E-10	8.4E-11	4.2E-10	5.9E-10	8.4E-11	0.0E+0
		Female	4.0E-10	4.7E-10	1.9E-6	4.5E-10	7.9E-11	3.2E-10	0.0E+0	5.7E-11	4.5E-10	5.6E-10	3.0E-10	4.8E-10	9.4E-11	7.9E-11	1.3E-10	3.8E-10	3.3E-7	7.9E-11	3.3E-10	6.4E-10	1.4E-10	6.5E-11	7.9E-11	4.0E-10	0.0E+0	4.8E-10	7.2E-10	7.9E-11	7.8E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.03 µm	1.2E-7	Male	2.3E-10	3.2E-10	9.4E-7	2.9E-10	6.3E-11	0.0E+0	8.8E-11	3.4E-11	2.9E-10	3.2E-10	1.9E-10	2.8E-10	6.2E-11	6.3E-11	7.0E-11	2.5E-10	1.3E-7	6.3E-11	1.9E-10	4.0E-10	8.2E-11	4.0E-11	6.3E-11	2.5E-10	6.3E-11	3.2E-10	4.4E-10	6.3E-11	0.0E+0
		Female	3.0E-10	3.5E-10	1.0E-6	3.3E-10	5.9E-11	2.4E-10	0.0E+0	4.2E-11	3.4E-10	4.2E-10	2.3E-10	3.6E-10	7.0E-11	5.9E-11	1.0E-10	2.8E-10	1.5E-7	5.9E-11	2.5E-10	4.8E-10	1.0E-10	4.9E-11	5.9E-11	3.0E-10	0.0E+0	3.6E-10	5.4E-10	5.9E-11	5.9E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.1 µm	5.8E-8	Male	1.2E-10	1.6E-10	4.6E-7	1.5E-10	3.2E-11	0.0E+0	4.5E-11	1.7E-11	1.5E-10	1.6E-10	9.5E-11	1.4E-10	3.1E-11	3.2E-11	3.5E-11	1.3E-10	9.6E-8	3.2E-11	9.5E-11	2.0E-10	4.1E-11	2.0E-11	3.2E-11	1.3E-10	3.2E-11	1.6E-10	2.2E-10	3.2E-11	0.0E+0
		Female	1.5E-10	1.8E-10	4.9E-7	1.7E-10	3.0E-11	1.2E-10	0.0E+0	2.1E-11	1.7E-10	2.1E-10	1.1E-10	1.8E-10	3.5E-11	3.0E-11	5.0E-11	1.4E-10	1.1E-7	3.0E-11	1.3E-10	2.4E-10	5.2E-11	2.5E-11	3.0E-11	1.5E-10	0.0E+0	1.8E-10	2.7E-10	3.0E-11	3.0E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.3 µm	4.2E-8	Male	8.7E-11	1.2E-10	3.3E-7	1.1E-10	2.4E-11	0.0E+0	3.3E-11	1.3E-11	1.1E-10	1.2E-10	7.1E-11	1.1E-10	2.4E-11	2.4E-11	2.6E-11	9.5E-11	1.6E-7	2.4E-11	7.2E-11	1.5E-10	3.1E-11	1.5E-11	2.4E-11	9.5E-11	2.4E-11	1.2E-10	1.7E-10	2.4E-11	0.0E+0
		Female	1.1E-10	1.3E-10	3.5E-7	1.3E-10	2.2E-11	9.1E-11	0.0E+0	1.6E-11	1.3E-10	1.6E-10	8.5E-11	1.4E-10	2.7E-11	2.2E-11	3.8E-11	1.1E-10	1.9E-7	2.2E-11	9.5E-11	1.8E-10	3.9E-11	1.8E-11	2.2E-11	1.1E-10	0.0E+0	1.4E-10	2.0E-10	2.2E-11	2.2E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 1 µm	4.3E-8	Male	8.5E-11	1.2E-10	3.0E-7	1.1E-10	2.3E-11	0.0E+0	3.2E-11	1.3E-11	1.1E-10	1.2E-10	6.9E-11	1.0E-10	2.3E-11	2.3E-11	2.5E-11	9.2E-11	5.4E-7	2.3E-11	7.0E-11	1.5E-10	3.0E-11	1.5E-11	2.3E-11	9.2E-11	2.3E-11	1.2E-10	1.6E-10	2.3E-11	0.0E+0
		Female	1.1E-10	1.3E-10	3.3E-7	1.2E-10	2.2E-11	8.8E-11	0.0E+0	1.6E-11	1.2E-10	1.5E-10	8.3E-11	1.3E-10	2.6E-11	2.2E-11	3.6E-11	1.0E-10	6.3E-7	2.2E-11	9.2E-11	1.8E-10	3.8E-11	1.8E-11	2.2E-11	1.1E-10	0.0E+0	1.3E-10	2.0E-10	2.2E-11	2.2E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 3 µm	5.6E-8	Male	9.4E-11	1.3E-10	3.7E-7	1.2E-10	2.6E-11	0.0E+0	3.5E-11	1.4E-11	1.2E-10	1.3E-10	7.7E-11	1.1E-10	2.6E-11	2.6E-11	2.8E-11	1.0E-10	9.6E-7	2.6E-11	7.8E-11	1.6E-10	3.4E-11	1.6E-11	2.6E-11	1.0E-10	2.6E-11	1.3E-10	1.8E-10	2.6E-11	0.0E+0
		Female	1.2E-10	1.5E-10	4.0E-7	1.4E-10	2.4E-11	9.7E-11	0.0E+0	1.7E-11	1.4E-10	1.7E-10	9.3E-11	1.5E-10	2.9E-11	2.4E-11	4.0E-11	1.2E-10	1.1E-6	2.4E-11	1.0E-10	2.0E-10	4.2E-11	2.0E-11	2.5E-11	1.2E-10	0.0E+0	1.5E-10	2.2E-10	2.4E-11	2.4E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 5 µm	5.3E-8	Male	8.7E-11	1.2E-10	3.3E-7	1.1E-10	2.4E-11	0.0E+0	3.2E-11	1.3E-11	1.1E-10	1.2E-10	7.2E-11	1.0E-10	2.4E-11	2.4E-11	2.6E-11	9.6E-11	1.1E-6	2.4E-11	7.3E-11	1.5E-10	3.1E-11	1.5E-11	2.4E-11	9.6E-11	2.4E-11	1.2E-10	1.7E-10	2.4E-11	0.0E+0
		Female	1.1E-10	1.4E-10	3.7E-7	1.3E-10	2.3E-11	9.0E-11	0.0E+0	1.6E-11	1.3E-10	1.6E-10	8.6E-11	1.3E-10	2.7E-11	2.3E-11	3.7E-11	1.1E-10	1.2E-6	2.3E-11	9.6E-11	1.8E-10	3.9E-11	1.9E-11	2.3E-11	1.2E-10	0.0E+0	1.4E-10	2.1E-10	2.3E-11	2.3E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 10 µm	3.9E-8	Male	7.0E-11	9.9E-11	2.3E-7	9.1E-11	1.9E-11	0.0E+0	2.6E-11	1.1E-11	9.1E-11	9.8E-11	5.8E-11	8.2E-11	1.9E-11	1.9E-11	2.1E-11	7.7E-11	1.0E-6	1.9E-11	5.8E-11	1.2E-10	2.5E-11	1.2E-11	2.0E-11	7.7E-11	1.9E-11	9.8E-11	1.4E-10	1.9E-11	0.0E+0
		Female	9.2E-11	1.1E-10	2.5E-7	1.0E-10	1.8E-11	7.2E-11	0.0E+0	1.3E-11	1.0E-10	1.3E-10	7.0E-11	1.1E-10	2.2E-11	1.8E-11	3.0E-11	8.7E-11	1.2E-6	1.8E-11	7.7E-11	1.5E-10	3.2E-11	1.5E-11	1.9E-11	9.3E-11	0.0E+0	1.1E-10	1.7E-10	1.8E-11	1.8E-11
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 20 µm	2.3E-8	Male	5.4E-11	7.6E-11	1.1E-7	7.0E-11	1.5E-11	0.0E+0	2.0E-11	8.0E-12	6.9E-11	7.5E-11	4.4E-11	6.2E-11	1.5E-11	1.5E-11	1.6E-11	5.9E-11	9.3E-7	1.5E-11	4.5E-11	9.4E-11	1.9E-11	9.3E-12	1.5E-11	5.9E-11	1.5E-11	7.5E-11	1.0E-10	1.5E-11	0.0E+0
		Female	7.0E-11	8.3E-11	1.2E-7	7.9E-11	1.4E-11	5.5E-11	0.0E+0	1.0E-11	7.9E-11	9.8E-11	5.3E-11	8.1E-11	1.7E-11	1.4E-11	2.3E-11	6.6E-11	1.1E-6	1.4E-11	5.9E-11	1.1E-10	2.4E-11	1.1E-11	1.4E-11	7.1E-11	0.0E+0	8.6E-11	1.3E-10	1.4E-11	1.4E-11
