Radionuclide	Ra-223
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
		Female	2.0E-9	5.9E-10	4.4E-5	4.8E-10	3.1E-10	1.4E-10	0.0E+0	1.5E-10	7.6E-10	2.4E-9	3.2E-10	1.3E-8	1.2E-10	1.5E-10	1.6E-10	2.4E-10	3.8E-6	2.1E-10	1.7E-9	1.5E-9	3.4E-9	1.8E-10	1.8E-10	2.0E-10	0.0E+0	3.1E-10	4.8E-10	1.1E-9	1.7E-10
Inhalation, Aerosols Type S, fA=2E-3, 1 µm	3.2E-6	Male	1.4E-9	1.2E-9	2.5E-5	6.8E-10	1.9E-10	0.0E+0	8.9E-11	1.2E-10	4.5E-10	1.7E-9	2.2E-10	9.3E-9	1.0E-10	1.1E-10	1.1E-10	1.9E-10	1.1E-5	2.4E-10	6.3E-10	1.2E-9	4.1E-9	1.3E-10	1.6E-10	2.3E-10	1.0E-10	4.7E-10	3.6E-10	5.8E-10	0.0E+0
		Female	1.8E-9	1.3E-9	2.6E-5	6.8E-10	2.5E-10	1.9E-10	0.0E+0	2.0E-10	6.4E-10	2.2E-9	2.6E-10	1.2E-8	1.2E-10	1.4E-10	1.5E-10	2.1E-10	1.3E-5	1.9E-10	1.3E-9	1.4E-9	5.1E-9	1.7E-10	2.2E-10	2.2E-10	0.0E+0	5.6E-10	3.8E-10	7.9E-10	2.6E-10
Inhalation, Aerosols Type S, fA=2E-3, 3 µm	2.7E-6	Male	1.5E-9	2.0E-9	2.0E-5	9.9E-10	1.8E-10	0.0E+0	9.8E-11	1.5E-10	4.6E-10	1.8E-9	2.0E-10	1.0E-8	1.2E-10	1.2E-10	1.3E-10	2.0E-10	2.0E-5	3.0E-10	5.1E-10	1.3E-9	6.0E-9	1.4E-10	2.1E-10	2.9E-10	1.2E-10	7.3E-10	3.3E-10	4.6E-10	0.0E+0
		Female	1.9E-9	2.2E-9	2.2E-5	9.6E-10	2.2E-10	2.7E-10	0.0E+0	2.8E-10	6.2E-10	2.3E-9	2.4E-10	1.3E-8	1.4E-10	1.6E-10	1.6E-10	2.1E-10	2.3E-5	2.0E-10	9.6E-10	1.5E-9	7.5E-9	1.7E-10	2.8E-10	2.6E-10	0.0E+0	8.8E-10	3.4E-10	6.1E-10	3.9E-10
Inhalation, Aerosols Type S, fA=2E-3, 5 µm	2.2E-6	Male	1.4E-9	2.2E-9	1.6E-5	1.0E-9	1.5E-10	0.0E+0	9.1E-11	1.5E-10	4.1E-10	1.6E-9	1.7E-10	9.3E-9	1.1E-10	1.1E-10	1.2E-10	1.8E-10	2.2E-5	3.0E-10	3.9E-10	1.2E-9	6.3E-9	1.2E-10	2.0E-10	2.8E-10	1.2E-10	7.7E-10	2.7E-10	3.4E-10	0.0E+0
		Female	1.7E-9	2.4E-9	1.7E-5	9.9E-10	1.8E-10	2.7E-10	0.0E+0	2.9E-10	5.3E-10	2.1E-9	2.0E-10	1.2E-8	1.3E-10	1.4E-10	1.5E-10	1.9E-10	2.5E-5	1.8E-10	7.0E-10	1.4E-9	7.8E-9	1.6E-10	2.8E-10	2.5E-10	0.0E+0	9.3E-10	2.8E-10	4.5E-10	4.0E-10
Inhalation, Aerosols Type S, fA=2E-3, 10 µm	1.3E-6	Male	1.1E-9	2.1E-9	8.7E-6	9.5E-10	1.1E-10	0.0E+0	7.4E-11	1.3E-10	3.2E-10	1.3E-9	1.1E-10	7.5E-9	8.9E-11	8.9E-11	9.7E-11	1.4E-10	2.1E-5	2.6E-10	2.2E-10	9.8E-10	5.8E-9	9.5E-11	1.8E-10	2.4E-10	9.9E-11	7.3E-10	1.9E-10	1.9E-10	0.0E+0
		Female	1.4E-9	2.3E-9	9.3E-6	9.1E-10	1.2E-10	2.5E-10	0.0E+0	2.6E-10	3.8E-10	1.6E-9	1.4E-10	9.5E-9	1.0E-10	1.2E-10	1.2E-10	1.4E-10	2.5E-5	1.4E-10	3.6E-10	1.1E-9	7.2E-9	1.2E-10	2.5E-10	2.1E-10	0.0E+0	8.9E-10	1.8E-10	2.5E-10	3.8E-10
Inhalation, Aerosols Type S, fA=2E-3, 20 µm	6.1E-7	Male	8.2E-10	1.8E-9	3.4E-6	8.2E-10	7.3E-11	0.0E+0	5.7E-11	1.1E-10	2.4E-10	9.8E-10	7.4E-11	5.7E-9	7.0E-11	6.8E-11	7.6E-11	1.1E-10	1.9E-5	2.1E-10	1.2E-10	7.6E-10	4.9E-9	7.1E-11	1.5E-10	2.0E-10	7.9E-11	6.3E-10	1.3E-10	9.5E-11	0.0E+0
		Female	1.0E-9	2.0E-9	3.6E-6	7.7E-10	8.0E-11	2.1E-10	0.0E+0	2.2E-10	2.7E-10	1.2E-9	9.1E-11	7.3E-9	8.2E-11	9.0E-11	9.1E-11	1.0E-10	2.2E-5	1.1E-10	1.6E-10	8.8E-10	6.1E-9	9.2E-11	2.1E-10	1.7E-10	0.0E+0	7.7E-10	1.2E-10	1.2E-10	3.2E-10
