Radionuclide	Ba-133
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
Inhalation, Aerosols Type S, fA=2E-3, 0.1 µm	4.5E-8	Male	1.6E-8	3.7E-9	2.0E-7	1.9E-8	1.9E-8	0.0E+0	7.0E-11	3.8E-10	6.5E-8	2.4E-8	5.2E-8	6.8E-9	1.1E-9	4.2E-9	3.3E-9	1.4E-8	1.1E-8	1.1E-8	6.7E-8	7.3E-9	1.2E-7	5.9E-9	3.7E-9	9.3E-9	2.7E-10	3.0E-9	3.1E-8	6.7E-8	0.0E+0
		Female	2.2E-8	1.4E-9	2.5E-7	1.7E-8	3.0E-8	4.5E-10	0.0E+0	3.9E-10	8.4E-8	2.6E-8	7.2E-8	9.7E-9	1.6E-9	7.0E-9	4.5E-9	1.5E-8	1.7E-8	1.2E-8	8.3E-8	7.5E-9	1.5E-7	7.8E-9	7.5E-9	7.1E-9	0.0E+0	2.6E-9	3.0E-8	8.0E-8	4.5E-10
Inhalation, Aerosols Type S, fA=2E-3, 0.3 µm	3.3E-8	Male	1.1E-8	2.7E-9	1.5E-7	1.4E-8	1.4E-8	0.0E+0	5.1E-11	2.8E-10	4.7E-8	1.7E-8	3.8E-8	4.9E-9	7.9E-10	3.1E-9	2.3E-9	1.0E-8	1.3E-8	7.7E-9	4.8E-8	5.2E-9	8.6E-8	4.2E-9	2.8E-9	6.7E-9	2.0E-10	2.2E-9	2.2E-8	4.8E-8	0.0E+0
		Female	1.6E-8	1.1E-9	1.8E-7	1.2E-8	2.2E-8	3.5E-10	0.0E+0	2.9E-10	6.0E-8	1.9E-8	5.2E-8	6.9E-9	1.2E-9	5.2E-9	3.2E-9	1.1E-8	1.8E-8	8.7E-9	6.0E-8	5.4E-9	1.1E-7	5.6E-9	5.7E-9	5.1E-9	0.0E+0	1.9E-9	2.1E-8	5.8E-8	3.5E-10
Inhalation, Aerosols Type S, fA=2E-3, 1 µm	2.4E-8	Male	8.3E-9	2.1E-9	1.0E-7	1.0E-8	1.0E-8	0.0E+0	3.9E-11	2.4E-10	3.4E-8	1.2E-8	2.7E-8	3.6E-9	6.3E-10	2.5E-9	1.7E-9	7.3E-9	3.3E-8	5.6E-9	3.4E-8	3.8E-9	6.5E-8	3.1E-9	2.6E-9	4.9E-9	1.6E-10	1.6E-9	1.6E-8	3.4E-8	0.0E+0
		Female	1.2E-8	1.0E-9	1.3E-7	8.6E-9	1.5E-8	3.5E-10	0.0E+0	2.9E-10	4.3E-8	1.3E-8	3.7E-8	5.0E-9	9.1E-10	4.4E-9	2.3E-9	7.7E-9	4.0E-8	6.3E-9	4.3E-8	3.9E-9	8.1E-8	4.0E-9	5.6E-9	3.7E-9	0.0E+0	1.4E-9	1.5E-8	4.1E-8	3.7E-10
Inhalation, Aerosols Type S, fA=2E-3, 3 µm	1.8E-8	Male	6.1E-9	1.8E-9	7.6E-8	7.3E-9	7.3E-9	0.0E+0	3.3E-11	2.3E-10	2.5E-8	8.9E-9	2.0E-8	2.6E-9	5.4E-10	2.3E-9	1.3E-9	5.3E-9	5.5E-8	4.1E-9	2.5E-8	2.8E-9	5.2E-8	2.3E-9	2.7E-9	3.7E-9	1.4E-10	1.3E-9	1.2E-8	2.5E-8	0.0E+0
		Female	8.5E-9	1.1E-9	9.4E-8	6.2E-9	1.1E-8	4.0E-10	0.0E+0	3.1E-10	3.2E-8	9.7E-9	2.8E-8	3.7E-9	7.6E-10	4.2E-9	1.7E-9	5.6E-9	6.5E-8	4.6E-9	3.1E-8	2.9E-9	6.5E-8	3.0E-9	6.1E-9	2.8E-9	0.0E+0	1.2E-9	1.1E-8	3.0E-8	4.4E-10
Inhalation, Aerosols Type S, fA=2E-3, 5 µm	1.3E-8	Male	4.2E-9	1.5E-9	5.3E-8	5.1E-9	5.0E-9	0.0E+0	2.5E-11	2.0E-10	1.7E-8	6.2E-9	1.4E-8	1.9E-9	4.3E-10	1.9E-9	8.8E-10	3.7E-9	5.9E-8	2.9E-9	1.7E-8	2.0E-9	3.9E-8	1.6E-9	2.4E-9	2.6E-9	1.2E-10	9.7E-10	8.1E-9	1.7E-8	0.0E+0
		Female	5.9E-9	9.7E-10	6.5E-8	4.3E-9	7.8E-9	3.8E-10	0.0E+0	2.8E-10	2.2E-8	6.7E-9	2.0E-8	2.6E-9	6.0E-10	3.6E-9	1.2E-9	3.9E-9	7.0E-8	3.2E-9	2.2E-8	2.0E-9	4.9E-8	2.1E-9	5.6E-9	2.0E-9	0.0E+0	9.4E-10	7.7E-9	2.1E-8	4.2E-10
Inhalation, Aerosols Type S, fA=2E-3, 10 µm	6.2E-9	Male	2.0E-9	9.2E-10	2.4E-8	2.4E-9	2.3E-9	0.0E+0	1.5E-11	1.4E-10	8.2E-9	2.8E-9	6.9E-9	8.8E-10	2.7E-10	1.3E-9	4.2E-10	1.7E-9	5.8E-8	1.4E-9	7.8E-9	9.4E-10	2.2E-8	7.5E-10	1.9E-9	1.3E-9	7.7E-11	5.4E-10	3.6E-9	7.9E-9	0.0E+0
		Female	2.7E-9	7.7E-10	3.0E-8	2.0E-9	3.5E-9	3.1E-10	0.0E+0	2.3E-10	1.0E-8	3.0E-9	9.3E-9	1.2E-9	3.7E-10	2.6E-9	5.6E-10	1.8E-9	6.8E-8	1.5E-9	9.6E-9	9.5E-10	2.8E-8	9.8E-10	4.6E-9	9.4E-10	0.0E+0	5.8E-10	3.5E-9	9.5E-9	3.6E-10
Inhalation, Aerosols Type S, fA=2E-3, 20 µm	2.4E-9	Male	6.7E-10	5.7E-10	7.5E-9	8.5E-10	7.1E-10	0.0E+0	9.0E-12	1.0E-10	2.9E-9	9.0E-10	2.6E-9	3.2E-10	1.7E-10	8.4E-10	1.5E-10	5.5E-10	5.1E-8	5.4E-10	2.4E-9	3.5E-10	1.2E-8	2.7E-10	1.4E-9	5.0E-10	5.1E-11	2.8E-10	1.2E-9	2.5E-9	0.0E+0
		Female	9.4E-10	6.0E-10	9.2E-9	6.7E-10	1.1E-9	2.5E-10	0.0E+0	1.8E-10	3.4E-9	9.4E-10	3.4E-9	4.6E-10	2.2E-10	1.9E-9	2.0E-10	5.7E-10	6.0E-8	4.8E-10	3.0E-9	3.4E-10	1.5E-8	3.5E-10	3.6E-9	3.6E-10	0.0E+0	3.5E-10	1.1E-9	3.0E-9	2.9E-10
