Radionuclide	Th-230
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
		Female	1.4E-5	8.9E-7	2.3E-4	9.1E-7	1.1E-6	3.7E-6	0.0E+0	1.1E-6	9.1E-7	1.1E-5	9.8E-7	1.5E-4	1.1E-6	1.1E-6	1.3E-6	9.4E-7	3.4E-5	1.1E-6	9.6E-7	1.2E-5	5.6E-4	1.1E-6	1.1E-6	9.3E-7	0.0E+0	8.9E-7	7.7E-7	1.1E-6	1.1E-6
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 1 µm	2.5E-5	Male	8.0E-6	5.2E-7	1.4E-4	5.3E-7	6.6E-7	0.0E+0	2.7E-6	6.7E-7	5.3E-7	6.1E-6	5.9E-7	8.1E-5	6.6E-7	6.6E-7	6.5E-7	5.6E-7	9.7E-5	6.6E-7	5.9E-7	7.1E-6	3.3E-4	6.7E-7	6.9E-7	5.6E-7	6.6E-7	5.2E-7	4.6E-7	6.6E-7	0.0E+0
		Female	1.0E-5	6.5E-7	1.6E-4	6.5E-7	7.8E-7	2.7E-6	0.0E+0	7.9E-7	6.6E-7	7.9E-6	7.1E-7	1.1E-4	7.8E-7	7.8E-7	9.4E-7	6.8E-7	1.1E-4	7.8E-7	6.9E-7	8.4E-6	4.2E-4	7.9E-7	8.0E-7	6.7E-7	0.0E+0	6.4E-7	5.6E-7	7.8E-7	7.8E-7
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 3 µm	2.0E-5	Male	5.9E-6	3.8E-7	1.0E-4	3.9E-7	4.8E-7	0.0E+0	2.0E-6	5.0E-7	3.9E-7	4.5E-6	4.4E-7	5.9E-5	4.8E-7	4.8E-7	4.8E-7	4.1E-7	1.7E-4	4.8E-7	4.3E-7	5.2E-6	2.6E-4	4.9E-7	5.1E-7	4.1E-7	4.8E-7	3.8E-7	3.4E-7	4.8E-7	0.0E+0
		Female	7.6E-6	4.8E-7	1.2E-4	4.8E-7	5.7E-7	2.0E-6	0.0E+0	5.8E-7	4.8E-7	5.8E-6	5.2E-7	7.9E-5	5.7E-7	5.7E-7	6.9E-7	5.0E-7	2.0E-4	5.7E-7	5.1E-7	6.2E-6	3.2E-4	5.8E-7	5.9E-7	4.9E-7	0.0E+0	4.7E-7	4.1E-7	5.8E-7	5.8E-7
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 5 µm	1.5E-5	Male	4.1E-6	2.7E-7	7.0E-5	2.8E-7	3.4E-7	0.0E+0	1.4E-6	3.5E-7	2.8E-7	3.1E-6	3.1E-7	4.2E-5	3.4E-7	3.4E-7	3.4E-7	2.9E-7	1.9E-4	3.4E-7	3.0E-7	3.7E-6	1.9E-4	3.5E-7	3.6E-7	2.9E-7	3.4E-7	2.7E-7	2.4E-7	3.4E-7	0.0E+0
		Female	5.3E-6	3.3E-7	8.3E-5	3.4E-7	4.0E-7	1.4E-6	0.0E+0	4.1E-7	3.4E-7	4.1E-6	3.7E-7	5.5E-5	4.0E-7	4.0E-7	4.8E-7	3.5E-7	2.2E-4	4.0E-7	3.6E-7	4.3E-6	2.3E-4	4.1E-7	4.2E-7	3.5E-7	0.0E+0	3.3E-7	2.9E-7	4.0E-7	4.0E-7
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 10 µm	7.8E-6	Male	1.9E-6	1.3E-7	3.2E-5	1.3E-7	1.6E-7	0.0E+0	6.6E-7	1.6E-7	1.3E-7	1.5E-6	1.4E-7	1.9E-5	1.6E-7	1.6E-7	1.6E-7	1.3E-7	1.9E-4	1.6E-7	1.4E-7	1.7E-6	9.7E-5	1.6E-7	1.7E-7	1.3E-7	1.6E-7	1.3E-7	1.1E-7	1.6E-7	0.0E+0
		Female	2.5E-6	1.6E-7	3.8E-5	1.6E-7	1.9E-7	6.4E-7	0.0E+0	1.9E-7	1.6E-7	1.9E-6	1.7E-7	2.6E-5	1.9E-7	1.9E-7	2.3E-7	1.6E-7	2.2E-4	1.9E-7	1.7E-7	2.0E-6	1.2E-4	1.9E-7	2.0E-7	1.6E-7	0.0E+0	1.6E-7	1.3E-7	1.9E-7	1.9E-7
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 20 µm	3.7E-6	Male	6.8E-7	4.5E-8	1.0E-5	4.6E-8	5.6E-8	0.0E+0	2.3E-7	5.8E-8	4.6E-8	5.2E-7	5.1E-8	6.9E-6	5.6E-8	5.6E-8	5.6E-8	4.8E-8	1.7E-4	5.6E-8	5.1E-8	6.1E-7	4.5E-5	5.7E-8	5.9E-8	4.8E-8	5.6E-8	4.5E-8	3.9E-8	5.6E-8	0.0E+0
		Female	8.8E-7	5.5E-8	1.2E-5	5.6E-8	6.7E-8	2.3E-7	0.0E+0	6.8E-8	5.6E-8	6.8E-7	6.1E-8	9.1E-6	6.7E-8	6.7E-8	8.0E-8	5.8E-8	1.9E-4	6.7E-8	6.0E-8	7.2E-7	5.6E-5	6.7E-8	6.9E-8	5.8E-8	0.0E+0	5.5E-8	4.8E-8	6.7E-8	6.7E-8
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.001 µm	8.9E-6	Male	1.3E-5	9.9E-7	2.7E-5	1.0E-6	1.3E-6	0.0E+0	4.7E-6	1.3E-6	1.0E-6	1.1E-5	1.1E-6	1.4E-4	1.3E-6	1.3E-6	1.3E-6	1.1E-6	3.6E-5	1.3E-6	1.1E-6	1.2E-5	1.4E-6	1.3E-6	1.3E-6	1.1E-6	1.3E-6	1.0E-6	8.7E-7	1.3E-6	0.0E+0
		Female	1.7E-5	1.2E-6	2.8E-5	1.3E-6	1.5E-6	4.6E-6	0.0E+0	1.5E-6	1.3E-6	1.4E-5	1.3E-6	1.9E-4	1.5E-6	1.5E-6	1.8E-6	1.3E-6	4.1E-5	1.5E-6	1.3E-6	1.4E-5	1.7E-6	1.5E-6	1.5E-6	1.3E-6	0.0E+0	1.2E-6	1.1E-6	1.5E-6	1.5E-6
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.003 µm	2.8E-5	Male	4.3E-5	3.2E-6	8.3E-5	3.3E-6	4.1E-6	0.0E+0	1.5E-5	4.2E-6	3.3E-6	3.5E-5	3.7E-6	4.6E-4	4.1E-6	4.1E-6	4.1E-6	3.5E-6	2.5E-5	4.1E-6	3.7E-6	4.0E-5	4.3E-6	4.2E-6	4.3E-6	3.5E-6	4.1E-6	3.2E-6	2.8E-6	4.1E-6	0.0E+0
		Female	5.6E-5	4.0E-6	8.8E-5	4.1E-6	4.9E-6	1.5E-5	0.0E+0	4.9E-6	4.1E-6	4.6E-5	4.4E-6	6.1E-4	4.8E-6	4.9E-6	5.8E-6	4.2E-6	2.9E-5	4.9E-6	4.3E-6	4.7E-5	5.1E-6	4.9E-6	5.0E-6	4.2E-6	0.0E+0	4.0E-6	3.4E-6	4.9E-6	4.9E-6
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.01 µm	6.0E-5	Male	1.2E-4	8.8E-6	1.1E-4	9.1E-6	1.1E-5	0.0E+0	4.2E-5	1.1E-5	9.1E-6	9.7E-5	1.0E-5	1.3E-3	1.1E-5	1.1E-5	1.1E-5	9.5E-6	1.9E-5	1.1E-5	1.0E-5	1.1E-4	1.2E-5	1.1E-5	1.2E-5	9.5E-6	1.1E-5	8.9E-6	7.7E-6	1.1E-5	0.0E+0
		Female	1.5E-4	1.1E-5	1.2E-4	1.1E-5	1.3E-5	4.1E-5	0.0E+0	1.3E-5	1.1E-5	1.3E-4	1.2E-5	1.7E-3	1.3E-5	1.3E-5	1.6E-5	1.2E-5	2.2E-5	1.3E-5	1.2E-5	1.3E-4	1.4E-5	1.3E-5	1.4E-5	1.1E-5	0.0E+0	1.1E-5	9.4E-6	1.3E-5	1.3E-5
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.03 µm	4.9E-5	Male	1.0E-4	7.5E-6	7.8E-5	7.7E-6	9.5E-6	0.0E+0	3.5E-5	9.7E-6	7.7E-6	8.2E-5	8.5E-6	1.1E-3	9.5E-6	9.5E-6	9.4E-6	8.0E-6	1.3E-5	9.5E-6	8.5E-6	9.2E-5	9.8E-6	9.7E-6	9.9E-6	8.0E-6	9.5E-6	7.5E-6	6.6E-6	9.5E-6	0.0E+0
		Female	1.3E-4	9.3E-6	8.6E-5	9.4E-6	1.1E-5	3.4E-5	0.0E+0	1.1E-5	9.4E-6	1.1E-4	1.0E-5	1.4E-3	1.1E-5	1.1E-5	1.4E-5	9.8E-6	1.5E-5	1.1E-5	1.0E-5	1.1E-4	1.2E-5	1.1E-5	1.2E-5	9.7E-6	0.0E+0	9.2E-6	8.0E-6	1.1E-5	1.1E-5
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.1 µm	2.5E-5	Male	5.0E-5	3.8E-6	3.8E-5	3.9E-6	4.8E-6	0.0E+0	1.8E-5	4.9E-6	3.9E-6	4.1E-5	4.3E-6	5.3E-4	4.8E-6	4.8E-6	4.7E-6	4.0E-6	7.3E-6	4.8E-6	4.3E-6	4.6E-5	4.9E-6	4.8E-6	5.0E-6	4.0E-6	4.8E-6	3.8E-6	3.3E-6	4.8E-6	0.0E+0
		Female	6.5E-5	4.7E-6	4.2E-5	4.7E-6	5.7E-6	1.7E-5	0.0E+0	5.7E-6	4.7E-6	5.4E-5	5.1E-6	7.1E-4	5.6E-6	5.7E-6	6.8E-6	4.9E-6	8.5E-6	5.6E-6	5.0E-6	5.5E-5	5.8E-6	5.7E-6	5.8E-6	4.8E-6	0.0E+0	4.6E-6	4.0E-6	5.7E-6	5.7E-6
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 0.3 µm	1.8E-5	Male	3.7E-5	2.7E-6	2.7E-5	2.8E-6	3.5E-6	0.0E+0	1.3E-5	3.5E-6	2.8E-6	3.0E-5	3.1E-6	3.9E-4	3.5E-6	3.5E-6	3.4E-6	2.9E-6	8.0E-6	3.5E-6	3.1E-6	3.4E-5	3.6E-6	3.5E-6	3.6E-6	2.9E-6	3.5E-6	2.7E-6	2.4E-6	3.5E-6	0.0E+0
		Female	4.8E-5	3.4E-6	3.0E-5	3.4E-6	4.1E-6	1.3E-5	0.0E+0	4.1E-6	3.4E-6	3.9E-5	3.7E-6	5.2E-4	4.1E-6	4.1E-6	4.9E-6	3.6E-6	9.3E-6	4.1E-6	3.6E-6	4.0E-5	4.2E-6	4.1E-6	4.2E-6	3.5E-6	0.0E+0	3.4E-6	2.9E-6	4.1E-6	4.1E-6
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 1 µm	1.4E-5	Male	2.9E-5	2.1E-6	1.8E-5	2.2E-6	2.7E-6	0.0E+0	1.0E-5	2.8E-6	2.2E-6	2.3E-5	2.4E-6	3.0E-4	2.7E-6	2.7E-6	2.7E-6	2.3E-6	1.9E-5	2.7E-6	2.4E-6	2.6E-5	2.8E-6	2.8E-6	2.8E-6	2.3E-6	2.7E-6	2.1E-6	1.9E-6	2.7E-6	0.0E+0
		Female	3.7E-5	2.7E-6	2.0E-5	2.7E-6	3.2E-6	9.8E-6	0.0E+0	3.3E-6	2.7E-6	3.1E-5	2.9E-6	4.1E-4	3.2E-6	3.2E-6	3.9E-6	2.8E-6	2.2E-5	3.2E-6	2.9E-6	3.1E-5	3.3E-6	3.2E-6	3.3E-6	2.8E-6	0.0E+0	2.6E-6	2.3E-6	3.2E-6	3.2E-6
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 3 µm	1.2E-5	Male	2.4E-5	1.8E-6	1.4E-5	1.9E-6	2.3E-6	0.0E+0	8.6E-6	2.4E-6	1.9E-6	2.0E-5	2.1E-6	2.6E-4	2.3E-6	2.3E-6	2.3E-6	2.0E-6	3.1E-5	2.3E-6	2.1E-6	2.2E-5	2.4E-6	2.3E-6	2.4E-6	2.0E-6	2.3E-6	1.8E-6	1.6E-6	2.3E-6	0.0E+0
		Female	3.2E-5	2.3E-6	1.6E-5	2.3E-6	2.7E-6	8.4E-6	0.0E+0	2.8E-6	2.3E-6	2.6E-5	2.5E-6	3.4E-4	2.7E-6	2.7E-6	3.3E-6	2.4E-6	3.6E-5	2.7E-6	2.4E-6	2.6E-5	2.9E-6	2.8E-6	2.8E-6	2.3E-6	0.0E+0	2.2E-6	1.9E-6	2.7E-6	2.7E-6
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 5 µm	9.2E-6	Male	1.9E-5	1.4E-6	1.0E-5	1.5E-6	1.8E-6	0.0E+0	6.8E-6	1.9E-6	1.5E-6	1.6E-5	1.6E-6	2.0E-4	1.8E-6	1.8E-6	1.8E-6	1.5E-6	3.3E-5	1.8E-6	1.6E-6	1.8E-5	2.0E-6	1.9E-6	1.9E-6	1.5E-6	1.8E-6	1.4E-6	1.3E-6	1.8E-6	0.0E+0
		Female	2.5E-5	1.8E-6	1.1E-5	1.8E-6	2.2E-6	6.6E-6	0.0E+0	2.2E-6	1.8E-6	2.1E-5	2.0E-6	2.7E-4	2.2E-6	2.2E-6	2.6E-6	1.9E-6	3.9E-5	2.2E-6	1.9E-6	2.1E-5	2.3E-6	2.2E-6	2.2E-6	1.9E-6	0.0E+0	1.8E-6	1.5E-6	2.2E-6	2.2E-6
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 10 µm	5.7E-6	Male	1.2E-5	9.0E-7	5.2E-6	9.3E-7	1.1E-6	0.0E+0	4.3E-6	1.2E-6	9.3E-7	9.9E-6	1.0E-6	1.3E-4	1.1E-6	1.1E-6	1.1E-6	9.7E-7	3.2E-5	1.1E-6	1.0E-6	1.1E-5	1.3E-6	1.2E-6	1.2E-6	9.7E-7	1.1E-6	9.1E-7	7.9E-7	1.1E-6	0.0E+0
		Female	1.6E-5	1.1E-6	5.8E-6	1.1E-6	1.4E-6	4.2E-6	0.0E+0	1.4E-6	1.1E-6	1.3E-5	1.2E-6	1.7E-4	1.4E-6	1.4E-6	1.6E-6	1.2E-6	3.7E-5	1.4E-6	1.2E-6	1.3E-5	1.5E-6	1.4E-6	1.4E-6	1.2E-6	0.0E+0	1.1E-6	9.7E-7	1.4E-6	1.4E-6
Inhalation, Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5, 20 µm	3.4E-6	Male	7.4E-6	5.5E-7	2.0E-6	5.6E-7	6.9E-7	0.0E+0	2.6E-6	7.1E-7	5.6E-7	6.0E-6	6.2E-7	7.8E-5	7.0E-7	6.9E-7	6.9E-7	5.9E-7	2.9E-5	6.9E-7	6.2E-7	6.7E-6	7.9E-7	7.1E-7	7.3E-7	5.9E-7	6.9E-7	5.5E-7	4.8E-7	6.9E-7	0.0E+0
		Female	9.5E-6	6.8E-7	2.2E-6	6.9E-7	8.3E-7	2.5E-6	0.0E+0	8.3E-7	6.9E-7	7.8E-6	7.4E-7	1.0E-4	8.2E-7	8.3E-7	9.9E-7	7.2E-7	3.3E-5	8.3E-7	7.3E-7	8.0E-6	9.3E-7	8.3E-7	8.5E-7	7.1E-7	0.0E+0	6.8E-7	5.9E-7	8.3E-7	8.3E-7
